UniprotAccession,BRAIN,BROWN_ADIPOSE_TISSUE,CEREBELLUM,CEREBRAL_CORTEX,HEART,KIDNEY,LIVER,LUNG,MUSCLE,PANCREAS,SPLEEN,WHOLE_ORGANISM
Q60793,,,,,,,,,0.075,,,4.26
Q60795,1.37,,,,,,,,,,,0.015
Q60803,0.921,0.012,77.3,,,,,0.935,0.024,,,1.01
Q60805,2.69,,7.89,,,4.62,0.082,2.85,,,14.1,2.27
Q60806,,,1.3,,,,,,,,,0.035
Q60809,3.16,,61.9,,,,0.25,4.96,0.365,0.538,11.2,12.3
Q60813,0.012,,,,,,,,,,,0.001
Q60819,0.35,,8.06,,,,,,,,,0.05
Q60821,0.014,,3.39,,,,,,,,,2.2
Q60823,4.15,125.0,68.4,2.65,18.9,,2.61,17.0,4.35,9.34,19.7,22.4
Q60825,1.89,,,,,128.0,,,,,,0.322
Q60829,118.0,,99.9,,4.29,1.02,,16.6,,,,24.8
Q60837,,,,,0.078,,,,,,,0.013
Q60838,0.171,,5.98,,,,,,0.022,,,19.7
Q60841,1.19,,17.3,,0.037,,0.094,,,,,0.045
Q60843,,,,,,,,,,,,0.323
Q60846,,,,,,,,,,,,0.008
Q60847,0.239,1.9,8.11,0.029,4.45,,0.011,19.0,125.0,11.8,2.9,6.99
Q60848,13.9,,4.29,,,,,,,,2.81,12.4
Q60850,,,,,,,,,,,,0.019
Q60854,61.9,210.0,148.0,152.0,292.0,81.7,42.1,987.0,125.0,327.0,562.0,86.8
Q60855,1.54,0.922,5.35,,0.105,0.596,0.321,11.4,0.067,2.77,11.6,2.16
Q60857,0.341,,40.4,,,,,,,,,0.043
Q60860,,,,,,,,,,,,2.81
Q60862,3.95,,7.48,,0.173,,,,0.067,,,12.5
Q60864,458.0,962.0,893.0,1044.0,346.0,625.0,628.0,971.0,159.0,633.0,2704.0,291.0
Q60865,468.0,349.0,286.0,510.0,70.6,574.0,137.0,194.0,232.0,230.0,627.0,229.0
Q60866,0.457,3.47,22.8,6.07,29.7,2375.0,405.0,11.8,20.7,14.8,1.94,34.1
Q60867,,,25.6,,,,,,,,,0.042
Q60870,97.3,155.0,19.4,7.1,205.0,102.0,61.1,177.0,107.0,631.0,111.0,84.9
Q60872,26.7,10.0,7.69,,10.7,11.1,54.3,25.2,0.081,131.0,45.1,24.6
Q60875,57.1,4.1,79.8,2.4,8.88,0.867,,117.0,3.2,5.87,89.9,31.9
Q60876,,,,,7.41,,0.742,6.48,0.195,57.0,,234.0
Q60898,0.066,,2.06,,,,,,,,,0.131
Q60899,19.7,,60.7,,,,,,0.019,,,36.0
Q60900,80.8,,238.0,5.86,,,,0.183,16.0,0.074,2.17,24.7
Q60902,51.7,30.8,161.0,571.0,49.5,,14.2,140.0,6.25,9.05,98.4,23.9
Q60925,0.949,,,,,,,,,,,0.01
Q60928,0.073,0.188,11.6,17.4,0.599,1801.0,0.689,0.88,1.09,159.0,0.16,9.03
Q60929,0.331,,,,0.497,,,,0.48,,0.193,3.71
Q60930,1286.0,636.0,915.0,2670.0,1317.0,99.0,292.0,510.0,524.0,332.0,260.0,420.0
Q60931,126.0,162.0,646.0,2246.0,842.0,18.4,147.0,289.0,713.0,68.3,108.0,127.0
Q60932,1556.0,1118.0,1469.0,9585.0,4264.0,1049.0,731.0,795.0,2260.0,351.0,397.0,958.0
Q60935,,,,,8.15,,,,2.41,,,0.262
Q60936,0.727,893.0,41.1,9.74,201.0,3.53,161.0,5.92,107.0,4.55,2.22,24.5
Q60943,,,,,,,,,,,,0.016
Q60945,,,,,,,,,,,,8e-05
Q60948,,,,,,,,,,,,0.012
Q60949,0.188,0.1,11.9,0.077,1.16,2.5,0.012,47.8,13.2,1.84,163.0,3.38
Q60952,0.02,,4.73,,0.21,,,2.0,,,17.9,2.13
Q60953,0.037,1.55,17.1,3.04,2.8,,17.3,35.4,3.02,5.14,323.0,39.9
Q60954,0.024,,10.0,,0.013,,,1.5,,0.071,,0.608
Q60960,29.2,5.24,83.5,1.84,32.4,0.974,3.2,16.9,8.72,4.6,35.5,54.6
Q60961,0.91,,,,,,0.795,6.63,,,6.06,4.26
Q60963,1.06,0.145,64.3,4.93,,,,,1.54,,,14.5
Q60967,44.2,3.9,104.0,19.2,3.42,,9.61,85.4,0.216,91.0,27.2,32.3
Q60969,,,,,,,,,0.209,,,0.032
Q60972,248.0,23.6,250.0,52.9,45.8,99.0,120.0,102.0,18.9,8.5,559.0,1632.0
Q60973,161.0,5.21,101.0,26.0,53.1,59.4,70.5,52.1,10.3,1.72,448.0,1322.0
Q60974,0.181,0.114,12.5,0.042,0.241,,4.94,2.38,0.054,0.008,8.46,9.03
Q60976,,,,,,,,,,,,0.005
Q60980,,,7.56,,,,,,0.004,,0.297,1.44
Q60987,0.016,,,,0.141,,,,,,,0.055
Q60988,,,,,0.055,,,,,,,0.021
Q60989,0.326,,9.35,,0.146,,,,0.018,,0.347,5.4
Q60990,0.034,,,,,,,,,,,0.023
Q60991,0.232,,9.49,,,,29.0,,,,,35.7
Q60992,0.008,0.47,7.44,,0.091,0.503,0.834,4.12,,,43.4,0.221
Q60994,47.5,108.0,7.99,4.16,216.0,,0.557,96.1,34.6,1.42,6.73,175.0
Q60996,8.27,0.443,70.2,4.85,10.6,0.689,0.189,2.54,0.969,0.774,19.9,5.79
Q60997,,0.203,,,,,0.061,0.121,0.37,5268.0,10.4,4.9
Q60I26,,,,,0.078,,,,,,,0.023
Q61001,0.831,5.93,11.1,0.584,25.0,840.0,0.167,295.0,10.1,0.03,1.5,12.8
Q61003,0.017,,,,,,,,,,,0.018
Q61006,,,,,,,,0.115,,,,0.018
Q61009,3.71,2.09,1.19,,,,55.6,2.41,,,4.83,7.4
Q61010,,,5.5,,,,,,,,,0.034
Q61011,29.4,1.87,13.6,,19.3,2.51,2.63,1.42,,1.09,1.46,9.26
Q61012,,,,0.335,0.164,,0.01,,,,0.273,0.7
Q61016,57.4,0.148,231.0,18.7,,,0.009,7.84,1.24,,,20.0
Q61017,,0.199,,,,,,14.5,,0.056,1.39,1.43
Q61024,76.1,37.4,148.0,12.0,1.05,,0.115,10.4,1.27,2191.0,227.0,112.0
Q61025,0.161,,14.0,1.05,,3.35,0.745,4.13,,45.4,,1.82
Q61026,0.33,,14.5,,,,,0.125,0.069,,,0.849
Q61033,205.0,4.37,236.0,3.39,75.2,2256.0,68.6,99.4,16.8,4.36,194.0,119.0
Q61035,57.3,115.0,205.0,25.6,23.0,62.7,56.8,99.6,29.9,509.0,367.0,54.3
Q61036,68.0,4.02,0.522,35.6,2.26,1.08,,6.62,,2.7,8.57,13.9
Q61037,21.2,1.03,34.5,,2.16,0.434,0.181,4.61,0.091,10.5,20.1,4.05
Q61039,,,,,,,,,,,,0.023
Q61043,,,,,0.041,,,,,,,0.232
Q61045,,,,,,,,,,,,0.025
Q61048,,,12.8,,,,,,0.652,,0.594,1.89
Q61056,,,,,,,,,,,,0.004
Q61060,,,,,,,,,,,,0.578
Q61062,0.231,,22.7,,,,,,0.092,,,5.87
Q61066,,,,,,,,,,,,2.02
Q61068,,,,,,,,,,,,0.01
Q61069,0.78,0.125,13.1,0.52,0.082,,0.026,3.27,0.092,0.402,0.765,4.27
Q61070,0.458,0.374,38.4,,,,6.93,1.64,1.49,2.52,0.396,1.05
Q61072,0.664,,14.3,,0.16,0.124,0.067,0.516,1.41,,0.202,4.55
Q61074,37.8,16.0,138.0,5.59,9.08,8.95,6.51,67.8,1.96,14.2,247.0,93.1
Q61079,,,,,0.301,,,,,,,0.034
Q61080,,,,,,,,2.96,,,,0.038
Q61081,160.0,41.8,282.0,177.0,71.6,,16.4,141.0,15.2,69.6,350.0,185.0
Q61083,0.023,,7.6,,,,,,,,,1.54
Q61084,0.011,,4.92,,,,,0.385,0.017,0.391,,1.08
Q61085,,,,,,,,,,,,0.003
Q61086,,,6.81,,,,,,,,,0.042
Q61087,0.007,,,,,,,199.0,,,,0.58
Q61088,0.029,,,,,,,,,,,0.044
Q61089,,,,,0.091,,,,,,,0.031
Q61090,0.483,,12.0,,,,,,0.061,,,1.12
Q61091,,,,,,,,,,,,0.011
Q61092,,,0.836,,,,,180.0,,,,0.292
Q61093,4.1,0.021,,,0.183,,9.53,6.87,,,122.0,4.83
Q61096,,,,,,,,0.257,,,2.32,0.589
Q61097,0.612,,23.2,,,,,,1.89,,,0.414
Q61098,0.009,,,,0.105,,,,,,,0.027
Q61102,23.4,5.11,84.7,3.13,77.4,18.2,141.0,2.29,24.7,5.67,17.2,16.5
Q61103,13.1,0.039,24.8,1.0,7.14,39.6,0.019,11.3,0.094,,5.37,40.3
Q61112,13.9,0.498,48.6,27.2,3.58,0.852,0.615,5.32,1.49,2.52,2.48,30.9
Q61114,,0.007,0.492,,,,,8.59,,,,1.45
Q61115,,,4.84,,,,,,,,,0.129
Q61116,,,,,,,,,,,,0.061
Q61117,,,,,,,,,,,,0.041
Q61120,2.25,,22.2,4.24,,,,,,,0.379,0.48
Q61121,,,,,,,,,,,,0.089
Q61122,,,5.14,,,,,,0.005,,,0.543
Q61124,0.27,,20.4,,,,,,0.007,,,0.443
Q61127,1.12,0.017,15.3,,,,,,0.168,,,2.21
Q61129,15.5,1.23,,,32.1,0.167,0.741,7.25,3.5,0.332,0.265,892.0
Q61133,2.2,89.8,35.3,5.73,22.9,237.0,107.0,67.8,3.29,138.0,25.4,11.7
Q61137,30.0,,69.7,35.4,,,0.023,,,0.08,0.084,1.4
Q61139,,,,,0.137,,,,,,,0.0008
Q61140,2.55,,3.56,0.245,0.103,,0.012,8.46,0.058,,0.707,3.51
Q61142,0.605,,34.2,2.48,0.038,,0.012,4.52,0.004,0.121,0.167,16.4
Q61143,0.006,,,,,,,20.6,,,,0.032
Q61144,0.52,,,,,0.22,0.741,,,,0.23,0.775
Q61146,,0.131,9.46,1.84,,2.15,,28.0,,,,0.64
Q61147,93.8,895.0,18.4,4.16,339.0,317.0,411.0,1122.0,19.5,291.0,559.0,676.0
Q61151,18.4,1.17,141.0,25.2,28.1,10.1,0.472,20.2,4.95,,24.9,16.5
Q61152,2.79,,4.98,,,,,,,,1.52,3.93
Q61153,0.028,,,,,,6.28,,,,,0.135
Q61160,11.0,11.5,34.6,0.96,41.6,68.0,7.27,10.8,0.715,9.44,31.0,39.6
Q61161,1.42,,23.1,,0.424,,0.123,13.1,,,11.1,0.115
Q61164,65.3,,59.1,,5.47,39.6,20.0,8.57,0.646,,,56.8
Q61165,2.43,0.181,67.2,0.091,3.55,,0.125,3.28,0.355,,1.42,5.11
Q61166,1005.0,32.8,358.0,526.0,171.0,,37.8,346.0,16.1,148.0,513.0,187.0
Q61168,0.049,,,,,,,,,,,0.135
Q61169,,,,,,,,,,,,0.156
Q61171,1355.0,1068.0,1157.0,3396.0,1210.0,732.0,687.0,1342.0,281.0,1216.0,2345.0,912.0
Q61176,2.19,0.859,11.5,13.2,10.6,0.421,4268.0,23.0,8.43,5.59,0.946,689.0
Q61179,0.172,,,,0.447,,,,0.026,,0.358,0.963
Q61180,,,,,,,,,,,,0.038
Q61183,2.77,0.128,0.14,0.364,0.15,,0.013,1.81,0.205,,7.39,19.9
Q61184,,,,,,,,,,,,7e-05
Q61187,27.2,2.21,83.4,11.1,20.6,4.94,1.0,20.7,6.61,28.7,81.0,35.6
Q61188,1.67,,3.57,,,,,,0.006,,,5.92
Q61189,30.1,0.205,117.0,2.86,2.32,2.37,2.0,0.763,1.43,1.16,30.3,28.8
Q61190,,,,,,,,,,,,0.012
Q61191,68.2,13.3,111.0,52.4,39.7,435.0,24.4,109.0,51.1,29.6,247.0,37.1
Q61193,0.016,,6.81,,1.7,,,11.9,0.895,,,0.351
Q61194,0.029,0.043,12.3,,0.602,,0.456,12.2,0.324,5.53,0.408,0.642
Q61199,,,,,,,,,,,,0.018
Q61200,,,21.2,,,,,,,,,0.031
Q61205,294.0,1.28,213.0,27.5,3.52,119.0,0.407,60.3,0.043,1.71,303.0,64.8
Q61206,411.0,37.3,492.0,81.9,35.5,60.8,12.9,164.0,2.15,52.9,140.0,154.0
Q61207,310.0,107.0,335.0,974.0,210.0,416.0,173.0,114.0,73.8,68.7,218.0,302.0
Q61210,10.5,3.85,23.9,0.923,17.0,0.263,2.75,188.0,0.15,8.01,359.0,27.3
Q61211,0.241,1.04,12.1,1.91,3.79,,0.581,1.14,1.58,23.5,34.5,37.0
Q61212,,,,,,,,,,,,0.04
Q61214,0.409,0.089,22.4,,2.81,,,2.07,4.05,0.021,,1.71
Q61216,3.78,,9.33,,0.096,0.878,0.27,2.68,0.963,,51.2,10.2
Q61220,0.678,,20.8,,,,,0.338,,,1.41,0.054
Q61221,,,,,0.178,,,,,,,0.164
Q61224,,,,,,,,,,,,0.009
Q61233,127.0,101.0,88.5,23.7,117.0,104.0,240.0,1163.0,16.0,124.0,4167.0,265.0
Q61234,27.6,0.694,147.0,4.5,85.0,1.08,0.278,7.32,123.0,,0.347,3.33
Q61235,0.603,5.3,10.0,25.9,30.8,1.82,0.122,85.4,1.37,,10.0,6.36
Q61239,16.1,3.02,167.0,16.9,32.5,3.87,0.522,24.8,5.16,5.94,137.0,110.0
Q61241,,,,,,,,,,,,0.003
Q61243,,,,,,,,,,,,0.97
Q61245,,0.696,,,0.078,,,0.037,0.819,,,1.9
Q61247,102.0,149.0,17.1,3.66,82.9,14.6,15.6,129.0,5.38,6.96,25.0,697.0
Q61249,8.22,15.6,60.7,75.7,29.7,5.56,4.86,16.4,1.86,6.68,28.3,39.2
Q61263,26.2,,14.8,,,,0.115,9.39,0.226,,3.92,19.0
Q61268,32.2,1.97,,,0.579,,3.08,4.94,,,,177.0
Q61271,0.018,,12.0,,,,,,,,,0.058
Q61282,5.06,,17.6,,0.027,,,,,,,0.875
Q61285,0.097,35.2,33.4,,1.71,,34.6,,0.599,,,0.756
Q61286,,,9.63,,,,,,0.077,,,1.65
Q61288,0.028,,2.7,,,,,17.1,,,,0.289
Q61290,0.499,,19.7,,0.032,,,29.2,,,,0.571
Q61292,1.08,18.8,38.1,2.2,156.0,0.568,1.14,383.0,130.0,0.211,4.06,1.87
Q61301,65.6,12.6,23.1,49.6,68.3,16.3,36.0,93.2,0.663,38.0,8.39,19.4
Q61312,,,,,0.169,,,,,,,3.83
Q61313,,,,,,,,,,,,0.44
Q61315,0.591,0.159,28.0,1.28,0.007,0.022,0.167,,0.01,0.054,,0.684
Q61316,1090.0,1576.0,592.0,177.0,644.0,891.0,1012.0,1066.0,107.0,1108.0,1841.0,163.0
Q61321,,,,,,,,,0.662,,,0.097
Q61324,0.203,,12.3,,,,,,,,,0.337
Q61327,7.15,,,,,,,,,,,0.411
Q61329,0.223,,7.06,,0.624,,0.403,0.149,,,0.879,1.56
Q61330,21.2,,153.0,2.93,,,,,,,,2.29
Q61333,0.064,,,,0.082,,0.024,,0.409,,0.22,0.319
Q61334,13.5,,30.9,,13.2,0.501,2.13,14.4,16.5,,33.6,15.4
Q61335,93.8,71.6,212.0,6.06,91.8,357.0,682.0,398.0,24.7,113.0,116.0,116.0
Q61337,0.73,2.17,1.8,,2.61,,3.43,6.17,0.068,2.5,1.74,12.1
Q61345,0.04,,,,,,,,,,,0.097
Q61361,173.0,0.059,210.0,32.7,,,,,,,,7.92
Q61362,,,2.76,,0.018,,,24.4,,,21.1,2.11
Q61371,0.016,,7.5,,,,,1.54,0.019,,,0.022
Q61382,0.019,,6.85,,,,,,0.219,,,0.182
Q61390,24.0,26.8,75.4,,6.97,11.4,10.4,19.1,0.245,12.4,44.6,21.5
Q61391,,68.3,8.01,0.088,0.5,2771.0,0.212,225.0,1.03,,9.01,8.42
Q61398,0.01,,4.71,,6.08,,,9.59,1.12,,,53.7
Q61400,,,,,,,,,,,,0.014
Q61406,,,,,,,,,,,,45.5
Q61409,,3.37,1.43,,,,0.918,,0.051,,,0.357
Q61410,0.082,,4.09,,0.211,,2.36,9.81,,,0.094,0.246
Q61411,200.0,30.5,80.3,25.9,61.3,54.5,29.0,85.6,2.86,7.0,56.2,33.5
Q61412,,,,,,,,,,,,0.06
Q61414,14.5,12.3,,,2.17,4.74,29.8,9.42,,22.4,3.16,29.7
Q61418,0.034,,38.3,,,,,,,,,0.183
Q61419,,,,,,,30.6,,,,5.94,0.232
Q61420,,,29.3,,,0.674,0.289,,0.15,2.99,0.495,0.34
Q61423,0.274,,9.88,,,,,,,,,2.84
Q61425,416.0,9007.0,405.0,170.0,2334.0,5086.0,2551.0,895.0,310.0,494.0,317.0,1031.0
Q61456,,,,,,,,,,,,0.01
Q61457,,,10.4,,,,,,,,,0.22
Q61458,1.67,,4.98,,,,,,2.14,0.057,5.31,29.5
Q61462,70.3,,,,,4.44,2.22,6.88,,,37.5,46.8
Q61464,10.4,0.37,37.0,2.75,0.475,,0.233,0.195,0.455,1.38,1.05,30.0
Q61466,35.8,0.043,38.6,1.74,0.283,0.085,,1.76,0.06,,1.06,34.7
Q61467,0.017,,,,,,,,,,,0.025
Q61468,,,,,,,,4.68,,,,6.82
Q61470,,,,,,,,,,,30.0,0.085
Q61471,0.035,,,,,,,,,,,0.019
Q61473,,,,,,,,,,,,0.083
Q61474,5.47,,62.5,,14.7,79.2,,2.63,,,2.38,6.11
Q61475,0.019,,,,0.999,,,3.27,0.976,,,0.282
Q61476,,,,,,,,,,,,0.014
Q61477,,,,,,,,,,,,5.99
Q61481,39.8,0.839,15.8,27.9,0.879,,0.003,,,0.306,0.19,1.64
Q61483,,,,,,,,,,,,0.032
Q61488,,,,,,,,,,,,0.043
Q61490,92.3,0.878,190.0,48.7,0.261,22.3,153.0,273.0,0.648,333.0,5.25,17.3
Q61493,0.038,,2.52,,,,,,,12.1,,0.237
Q61495,0.019,,,,,,0.053,,,3.33,,0.457
Q61496,0.823,,,,,0.027,0.559,0.075,0.214,0.065,0.319,1.99
Q61500,,,10.6,,,,,,0.053,,,0.201
Q61501,,,,,,,,,,,,5e-05
Q61502,0.581,,3.35,,,,,,,,,0.158
Q61503,0.049,,26.1,,3.77,39.6,8.35,83.5,,,3.2,5.6
Q61508,9.78,0.064,4.08,,7.72,,28.9,25.0,1.33,,0.594,285.0
Q61510,4.75,1.02,14.2,1.46,3.85,1.34,14.6,35.1,2.02,78.0,9.49,22.8
Q61521,,,,,,,,,,,,0.005
Q61526,,,5.18,,,,,,,,,0.617
Q61527,0.423,,11.5,,0.033,,3.96,0.505,,0.341,,0.43
Q61532,1.27,3.95,13.2,9.42,0.203,2.48,0.697,29.3,0.133,4.19,10.1,0.94
Q61539,,,,,0.164,,,,,,,18.7
Q61542,1.97,,11.9,,0.173,,,,0.03,,,1.42
Q61543,144.0,62.5,136.0,0.064,89.5,119.0,51.0,55.3,5.93,94.6,373.0,44.0
Q61545,97.2,19.3,432.0,66.6,11.3,6.31,16.2,41.9,3.07,37.7,132.0,143.0
Q61548,798.0,14.1,658.0,1177.0,5.02,0.739,1.82,2.07,0.238,0.118,2.21,56.8
Q61549,4.86,,,,,,0.409,,,0.681,39.4,3.35
Q61550,35.4,0.775,71.3,2.45,18.4,178.0,6.57,18.8,1.62,0.655,35.1,54.6
Q61553,614.0,91.5,366.0,38.0,67.1,17.6,2.32,49.5,14.9,12.2,42.6,89.0
Q61554,0.041,2.04,3.37,,127.0,,,113.0,208.0,11.8,,34.2
Q61555,,,,,4.77,,,,0.151,,,0.775
Q61559,,3.13,33.7,,5.59,119.0,3.15,10.6,1.84,,4.36,1.93
Q61572,0.002,,,,,,,,0.06,,,0.16
Q61574,0.004,,,,,,,,,,,0.051
Q61575,,,,,,,,,,,,0.053
Q61576,2.29,0.922,48.5,0.069,1.84,2.91,0.166,44.8,0.506,,3.79,12.1
Q61578,11.5,71.4,63.7,9.12,57.3,18.3,21.1,11.3,3.0,49.4,102.0,14.4
Q61581,3.61,0.885,23.9,0.938,11.7,19.8,0.626,100.0,1.39,1.13,17.6,42.9
Q61584,22.9,7.89,88.1,13.1,85.1,,2.32,17.3,52.5,6.37,22.7,69.9
Q61585,,2.1,,,,,,,,,,0.045
Q61586,0.023,112.0,25.4,0.067,14.4,0.588,238.0,1.67,5.77,,0.079,2.62
Q61592,0.009,,13.5,,,,,,,,,0.026
Q61595,128.0,13.1,114.0,3.5,245.0,39.6,14.1,243.0,3.92,428.0,105.0,61.0
Q61597,,,,,,,,,,,,0.128
Q61598,880.0,696.0,769.0,832.0,551.0,614.0,707.0,1592.0,181.0,1417.0,2746.0,395.0
Q61599,188.0,31.6,38.5,35.4,98.6,233.0,88.7,619.0,3.92,15.3,2517.0,232.0
Q61602,0.004,,,,,,,,,,,0.046
Q61606,,,,,,,,,,,,0.0004
Q61609,0.011,,18.8,,,,,,,,,0.282
Q61614,,,,,,,,,,,,0.003
Q61616,0.027,,,,,,,,,,,0.118
Q61624,1.12,,17.9,,,39.6,4.44,0.385,0.02,0.003,,5.68
Q61625,9.33,,170.0,,,,,,0.048,,,4.23
Q61626,0.031,,6.98,,0.128,,,,,,,0.518
Q61627,2.34,0.11,178.0,,0.128,0.058,,0.067,,,,0.067
Q61635,0.065,,5.62,,0.078,0.224,38.9,66.1,1.06,,364.0,3.7
Q61644,964.0,3.57,636.0,2224.0,7.98,,0.293,2.75,1.45,11.7,11.3,64.4
Q61645,0.006,,,,,,,,,,,0.02
Q61646,100.0,2.75,0.159,14.8,54.6,,37.8,218.0,0.519,0.125,16.4,3978.0
Q61647,,,,,,,,,,,,0.004
Q61655,16.0,6.03,155.0,24.9,26.6,1.01,3.61,47.5,12.6,30.4,103.0,34.7
Q61656,604.0,46.2,450.0,68.2,152.0,1168.0,361.0,153.0,27.7,94.6,569.0,334.0
Q61657,,,,,,,,,,,,0.003
Q61660,,,,,,,,,,,,0.035
Q61663,,,,,,,,,,,,9e-05
Q61666,2.5,,8.89,,0.055,,,,0.032,,,10.5
Q61670,,,,,,,,,,,,0.03
Q61672,0.219,,49.9,,,,,,0.029,,,0.153
Q61686,135.0,0.796,258.0,68.4,3.88,178.0,0.485,45.0,1.64,5.54,33.9,86.7
Q61687,12.6,0.075,60.7,0.12,5.76,0.045,0.018,7.66,5.44,,10.4,8.85
Q61694,,,,,,6.23,40.0,,,,,18.0
Q61696,231.0,67.0,88.5,228.0,174.0,108.0,50.9,205.0,42.7,56.7,109.0,92.1
Q61699,294.0,263.0,299.0,123.0,119.0,39.6,461.0,225.0,42.5,250.0,998.0,105.0
Q61701,27.7,,212.0,,,,,,,,,22.4
Q61702,5.42,85.7,7.98,0.9,85.1,105.0,94.5,156.0,7.44,11.2,60.6,37.4
Q61703,16.5,39.0,24.0,,87.4,99.0,127.0,99.5,5.26,9.81,37.8,68.1
Q61704,38.8,30.6,25.1,5.25,37.3,1.92,30.0,39.1,5.82,0.118,6.67,137.0
Q61711,,,,,,,,,,,,0.308
Q61712,,,8.97,,1.42,,0.645,3.92,0.511,32.8,0.507,2.12
Q61727,,,,,,,,,,,,0.006
Q61733,27.1,29.0,56.1,51.0,57.3,,23.9,2.51,3.16,1.42,12.6,41.1
Q61735,49.5,17.2,359.0,103.0,34.5,3.16,10.1,247.0,18.7,0.634,137.0,38.1
Q61738,0.017,41.9,22.8,,126.0,0.084,,0.661,,,,5.65
Q61739,1.8,63.1,51.5,3.05,55.5,232.0,5.71,258.0,5.64,204.0,39.7,12.7
Q61743,,,19.5,,,,,,4.78,,,0.179
Q61749,13.5,14.3,79.1,0.648,18.8,3.61,5.94,18.9,5.81,179.0,35.6,31.7
Q61751,,,,,,,,,,,,0.034
Q61753,239.0,45.2,486.0,97.5,8.76,18.0,0.951,18.6,16.2,1893.0,292.0,131.0
Q61754,,,,,,,,,,,,0.178
Q61759,,,,,,,,,,,,0.385
Q61762,0.066,,,,,,,,,,,0.165
Q61765,0.555,,10.6,,17.9,12.0,29.4,0.087,,,,8.0
Q61767,,,,,,19.8,4.29,,,,,6.88
Q61768,111.0,159.0,184.0,52.4,202.0,79.2,142.0,707.0,112.0,491.0,161.0,50.1
Q61771,6.1,3.78,60.5,85.6,1.28,1.09,0.156,135.0,0.246,1.14,0.079,5.27
Q61772,0.357,,6.9,,0.086,0.033,,,,,,0.805
Q61781,40.6,310.0,4.39,3.24,39.1,17.3,77.5,28.3,0.685,121.0,19.9,66.4
Q61789,0.045,0.249,83.1,0.646,0.39,0.036,0.215,200.0,25.7,12.6,0.452,0.317
Q61790,0.019,,,,,,,,,,,0.039
Q61792,397.0,22.1,577.0,685.0,63.9,213.0,145.0,459.0,21.0,23.2,178.0,191.0
Q61805,0.124,,,,0.05,,,3.63,,,,19.2
Q61806,,,,,,,,,,,,27.0
Q61809,0.116,,46.8,,,,,,,0.034,,0.058
Q61810,,,5.87,,0.105,,,,13.6,,,6.82
Q61817,,,36.1,,,,,,,,,0.0002
Q61818,0.037,,9.31,,5.38,,,1.54,0.008,,,1.94
Q61820,44.2,39.1,63.2,226.0,24.2,8.59,53.6,120.0,12.4,37.8,193.0,49.5
Q61823,1.95,2.08,77.2,2.52,1.14,,9.11,14.0,0.621,13.8,81.0,17.2
Q61824,,,,,,,,,,,,0.028
Q61826,,,,,,,,,,,,0.031
Q61827,,,,,,,,2.53,,,,1.07
Q61830,0.021,235.0,10.4,0.117,104.0,8.03,301.0,269.0,5.38,421.0,278.0,3.54
Q61831,7.36,0.983,110.0,9.91,2.23,0.46,0.739,2.2,0.017,0.134,10.2,6.69
Q61835,,,,,,,,,,,,0.36
Q61838,461.0,2209.0,95.8,59.5,765.0,811.0,937.0,2374.0,138.0,463.0,808.0,2272.0
Q61839,,,28.9,,,,,,,,,0.017
Q61845,,,,,,,,,,,,2.31
Q61846,0.009,,,,,,,,,,,9.39
Q61847,0.004,0.011,,0.049,0.05,,,,,0.038,,16.2
Q61850,0.004,,,,,,,,0.002,,,0.038
Q61851,0.33,,10.6,,,,,,,,,0.885
Q61858,0.03,,2.5,,,,,,,,,0.016
Q61865,,,2.5,,,,,,,,,0.055
Q61878,,,6.76,,7.54,,7.28,31.5,0.748,,5.39,0.541
Q61879,630.0,173.0,446.0,155.0,132.0,139.0,169.0,1523.0,10.6,253.0,442.0,102.0
Q61880,,,,,,,,,,,,3e-06
Q61881,45.7,2.23,54.0,0.335,9.76,26.0,16.6,45.9,0.555,43.6,983.0,99.8
Q61884,,,,,,,,,,1.33,,0.021
Q61885,135.0,,580.0,5.01,,,,,,,,33.1
Q61897,0.612,,,,7.96,7.46,23.7,0.09,,,,6.48
Q61900,,,,,,,,,,,,3.77
Q61907,0.116,,,,,,55.2,,,,,15.9
Q61908,,,10.3,,,,,,,,,0.943
Q61909,,,1.95,,0.128,,0.011,,,,0.06,0.104
Q61923,0.698,,13.0,,,,,,,,,1.13
Q61937,1336.0,11.8,687.0,215.0,133.0,3463.0,491.0,182.0,63.9,728.0,2312.0,1854.0
Q61955,,,,,,,,,,,,0.026
Q61967,,,,,,,,,,,,0.026
Q61979,,,12.9,,,,,,,,,
Q61982,,,8.36,,5.3,,,,0.084,,,0.442
Q61983,0.113,,,,,1.24,,,,,,0.084
Q61985,,,,,,,,,0.01,,,0.119
Q61990,413.0,74.8,570.0,146.0,143.0,99.0,243.0,303.0,24.6,434.0,661.0,420.0
Q61999,,,,,,,,,,,,0.467
Q62000,,46.6,1.24,0.519,102.0,,0.294,278.0,84.7,6.51,2.0,26.5
Q62005,,,,,,,,,,,,0.013
Q62009,1.3,108.0,6.07,4.31,175.0,0.415,0.203,687.0,14.5,0.836,1.71,46.5
Q62010,,0.026,,0.071,0.059,,,,,,,0.072
Q62011,,,,,,,,,,,,0.422
Q62012,,,,,,,,,,,,0.339
Q62018,2.73,0.383,27.1,0.36,5.3,,0.226,3.03,4.19,0.466,10.5,16.6
Q62028,,,,,,0.503,,12.2,,,0.139,0.055
